	지점명	아파트명	주소	준공년월	세대	가격	latitude	longitude	s_latitude	s_longitude	distance
113	스타벅스 남양주연평DT점	해밀마을남양휴튼1단지아파트	경기 남양주시 진접읍 해밀예당1로 49	2010.02	443.0	"매매가30,000 - 39,000 (만원)
전세가23,500 - 26,000 (만원)"	37.7129415	127.1857447	37.7113167	127.1853201	0.18418348448675861
114	스타벅스 여수학동DT점	센트럴파크주상복합아파트	전남 여수시 시청동1길 29	2014.03	208.0	"매매가9,500 - 13,000 (만원)
전세가6,000 - 8,500 (만원)"	34.75829829999999	127.6631294	34.7614394	127.660968	0.40072929493168785
115	스타벅스 인천간석DT점	신동아파밀리에명품아파트	인천 남동구 염전로 440	2007.08	715.0	"매매가24,500 - 35,000 (만원)
전세가17,000 - 29,500 (만원)"	37.46754910000001	126.6894988	37.4697191	126.6907451	0.26487621267510914
116	스타벅스 인천용현DT점	용현대림아파트	인천 미추홀구 낙섬중로 18	1990.1	598.0	"매매가20,000 - 28,000 (만원)
전세가18,000 - 21,500 (만원)"	37.4489019	126.6362588	37.4523373	126.6325809	0.5012813484601967
117	스타벅스 송파방이DT점	방이동대림아파트	서울 송파구 양재대로 1109	1985.02	480.0	"매매가118,000 - 154,000 (만원)
전세가49,500 - 72,000 (만원)"	37.5076633	127.124291	37.5065478	127.1205263	0.35514254598115097
118	스타벅스 대전도안DT점	유성푸르지오시티	대전 유성구 온천로 45	2014.08	696.0	"매매가7,600 - 20,000 (만원)
전세가6,500 - 16,050 (만원)"	36.3556963	127.3429483	36.3514622	127.3399813	0.540067962912189
119	스타벅스 광주월산DT점	농성SK뷰센트럴아파트	광주 서구 상무대로1147번길 16 농성 SK VIEW Central	2019.09	842.0	"매매가40,000 - 53,000 (만원)
전세가24,000 - 34,000 (만원)"	35.154739500000005	126.8852591	35.1457088	126.8909107	1.1264987040242769
120	스타벅스 의정부용현DT점	용현현대1차아파트	경기 의정부시 오목로 36	1992.07	986.0	"매매가23,500 - 42,500 (만원)
전세가13,000 - 19,250 (만원)"	37.7322334	127.0871103	37.7305628	127.0843037	0.3091789440471974
121	스타벅스 당진시곡DT점	당진현대그린아파트	충남 당진시 서해로 6258-8	1996.12	575.0	"매매가6,200 - 14,500 (만원)
전세가5,700 - 12,000 (만원)"	36.9018191	126.6813418	36.9026106	126.6837943	0.2355690372724884
122	스타벅스 수원KBS DT점	래미안노블클래스1단지아파트	경기 수원시 팔달구 권광로 246	2009.08	892.0	"매매가44,000 - 68,000 (만원)
전세가31,000 - 45,000 (만원)"	37.2693741	127.03640190000002	37.2711224	127.0352126	0.22085131286001689
123	스타벅스 인천송도DT점	송도웰카운티4단지아파트	인천 연수구 해송로30번길 20	2010.02	465.0	"매매가48,000 - 94,000 (만원)
전세가30,500 - 58,000 (만원)"	37.3816288	126.6443703	37.3994143	126.6297563	2.3603294680997364
124	스타벅스 부산안락DT점	부산더샵파크시티	부산 연제구 안연로 33	2015.06	1758.0	"매매가39,000 - 65,000 (만원)
전세가26,300 - 45,000 (만원)"	35.1906268	129.0990608	35.1958595	129.1069541	0.9240091782602862
125	스타벅스 군산나운DT점	나운3차주공아파트	전북 군산시 하나운안1길 40	1983.12	800.0	"매매가5,200 - 7,300 (만원)
전세가1,500 - 3,000 (만원)"	35.9650934	126.6971938	35.9626875	126.6955737	0.30433847003177583
126	스타벅스 청주비하DT점	청주하복대아름다운나날1차아파트	충북 청주시 흥덕구 증안로 21	2003.1	952.0	"매매가17,000 - 19,000 (만원)
전세가13,500 - 15,000 (만원)"	36.6375041	127.42507	36.6384221	127.4221948	0.2765790261571888
127	스타벅스 전북정읍DT점	정읍연지동영무예다음	전북 정읍시 중앙로 55 정읍연지동영무예다음	2017.06	821.0	"매매가18,100 - 37,300 (만원)
전세가13,000 - 27,000 (만원)"	35.57184779999999	126.8484465	35.5702727	126.8517013	0.3429179056189009
128	스타벅스 수원IC DT점	황골마을주공1단지아파트	경기 수원시 영통구 영통로 498	1997.12	3129.0	"매매가21,000 - 30,000 (만원)
전세가16,500 - 23,000 (만원)"	37.2627515	127.07960459999998	37.2671855	127.0744855	0.669583638988892
129	스타벅스 세종다정DT점	새뜸마을14단지더샵힐스테이트아파트	세종 새롬로 56	2017.04	222.0	"매매가84,000 - 105,000 (만원)
전세가25,000 - 32,000 (만원)"	36.486851400000006	127.25266210000001	36.496008	127.254332	1.027048258794953
130	스타벅스 울산호계DT점	울산신천효성해링턴플레이스아파트	울산 북구 신천로 26	2018.06	914.0	"매매가24,000 - 33,000 (만원)
전세가15,000 - 22,000 (만원)"	35.6428989	129.3506784	35.637989	129.345312	0.7300718559691189
131	스타벅스 울산중리사거리DT점	평창현대3차아파트	울산 남구 삼산중로128번길 21	1995.1	782.0	"매매가20,500 - 43,500 (만원)
전세가14,500 - 27,000 (만원)"	35.5455754	129.3382701	35.54388	129.3386831	0.1917974469762487
132	스타벅스 광주금호DT점	광주상무푸르지오아파트	광주 서구 금호운천길 83	2011.06	470.0	"매매가60,000 - 87,000 (만원)
전세가38,000 - 60,000 (만원)"	35.1427921	126.8551685	35.1421126	126.8576646	0.23963531270281604
133	스타벅스 마산회원DT점	메트로시티2단지아파트	경남 창원시 마산회원구 삼호로 80	2015.1	1915.0	"매매가35,000 - 66,000 (만원)
전세가26,500 - 50,000 (만원)"	35.2252354	128.5855156	35.2205449	128.5744467	1.1341449880487946
134	스타벅스 인천갈산DT점	부평삼산지구엠코타운아파트	인천 부평구 후정로 7	2007.08	708.0	"매매가29,000 - 54,000 (만원)
전세가25,000 - 37,500 (만원)"	37.52110020000001	126.7340779	37.5187059	126.7320347	0.3213111735791114
135	스타벅스 동대구로DT점	동대구유성푸르나임아파트	대구 동구 동부로22길 48	2014.11	672.0	매매 36 전세 6 월세 31	35.8722191	128.6266777	35.8680868	128.6271589	0.4605608265253942
136	스타벅스 광주효천DT점	광주효천중흥S클래스아파트	광주 남구 효우로 332-11	2015.07	662.0	"매매가35,500 - 58,000 (만원)
전세가23,000 - 33,000 (만원)"	35.1041571	126.9030091	35.0999185	126.8714673	2.914006388766238
137	스타벅스 대전가수원DT점	계룡아파트	대전 서구 가수원로 98	1986.05	780.0	"매매가11,000 - 16,500 (만원)
전세가8,000 - 10,000 (만원)"	36.3028786	127.3508049	36.3035739	127.3489943	0.17999715732341307
138	스타벅스 연희DT점	연화아파트	서울 서대문구 연희로25길 101	1975.12	32.0	매매 8 전세 1	37.5689958	126.9320662	37.5701744	126.9339647	0.21270028850251557
139	스타벅스 광명소하DT점	광명역세권휴먼시아3단지아파트	경기 광명시 성채로 36	2011.02	797.0	"매매가62,000 - 70,000 (만원)
전세가36,000 - 41,000 (만원)"	37.4326733	126.8820544	37.4348248	126.8791749	0.34923506026012674
140	스타벅스 용인보라DT점	보라마을현대모닝사이드아파트	경기 용인시 기흥구 용구대로 1842	2003.06	771.0	"매매가26,500 - 37,500 (만원)
전세가20,000 - 29,000 (만원)"	37.2528157	127.1063669	37.2553805	127.1043864	0.3345064077624499
141	스타벅스 대전대사DT점	센트럴웅진스타클래스	대전 중구 중앙로 28	2013.08	250.0	"매매가14,600 - 27,000 (만원)
전세가10,000 - 23,500 (만원)"	36.32271110000001	127.4178421	36.3188226	127.4174629	0.43282873398175914
142	스타벅스 경남사천DT점	토성에어빌아파트관리사무실(에스엠)	경남 사천시 사천읍 사천대로 1891-2				35.0830702	128.0828719	35.0811505	128.0837012	0.2260053094490226
143	스타벅스 천안IC DT점	도솔노블시티동문굿모닝힐아파트	충남 천안시 동남구 신부8길 21	2018.05	2144.0	"매매가24,500 - 41,000 (만원)
전세가19,500 - 27,500 (만원)"	36.8155234	127.1629527	36.8203757	127.1613598	0.5569203145891739
144	스타벅스 강동구청DT점	성안마을청구아파트	서울 강동구 풍성로 114-1	2002.07	349.0	"매매가34,500 - 90,000 (만원)
전세가24,500 - 49,000 (만원)"	37.53167670000001	127.1246993	37.5291389	127.1237922	0.2928538031855774
145	스타벅스 북오산IC DT점	서동탄역더샵파크시티	경기 오산시 문시로 183-19	2019.07	2400.0	"매매가38,000 - 61,500 (만원)
전세가25,000 - 37,250 (만원)"	37.1960537	127.0577416	37.189891	127.0592024	0.6961332577870328
146	스타벅스 대전수침교DT점	유등마을쌍용아파트	대전 중구 수침로 138	2000.07	964.0	"매매가24,000 - 43,000 (만원)
전세가16,000 - 27,000 (만원)"	36.3317324	127.3987866	36.3349683	127.3967289	0.4038117487570041
147	스타벅스 대구공평DT점	동인시티타운아파트	대구 중구 국채보상로131길 55	1997.07	204.0	"매매가11,800 - 26,000 (만원)
전세가6,500 - 16,500 (만원)"	35.87249179999999	128.6020969	35.8695386	128.6007534	0.34941906055974015
148	스타벅스 진해자은DT점	자은협성DS이아이존빌아파트	경남 창원시 진해구 풍호로35번길 11	2014.06	433.0	"매매가19,000 - 27,000 (만원)
전세가15,000 - 19,400 (만원)"	35.1408777	128.7043957	35.1437928	128.7068813	0.39484444343509345
149	스타벅스 울산도산사거리DT점	울산센트럴자이아파트	울산 남구 삼산로 231	2015.11	288.0	"매매가40,000 - 63,500 (만원)
전세가31,000 - 46,500 (만원)"	35.5388821	129.33267959999998	35.5311407	129.3301545	0.8889153542768087
150	스타벅스 김포감정DT점	중봉마을신안실크밸리3차아파트	경기 김포시 중봉로 1-1	2012.12	1074.0	"매매가27,500 - 43,000 (만원)
전세가23,000 - 33,000 (만원)"	37.6225676	126.6973678	37.6247863	126.6964285	0.25983834678981205
151	스타벅스 인천동춘DT점	인천연수서해그랑블1단지아파트	인천 연수구 동춘동	2017.11	1043.0	"매매가36,500 - 47,500 (만원)
전세가25,500 - 33,500 (만원)"	37.4044368	126.6691036	37.4124945	126.664392	0.9867868702901721
152	스타벅스 광주방림DT점	광주양림휴먼시아1단지아파트	광주 남구 제중로 11	2008.09	987.0	"매매가28,500 - 46,000 (만원)
전세가21,500 - 35,500 (만원)"	35.1355745	126.9136959	35.1349802	126.9176978	0.3706355538285553
153	스타벅스 대전한남대DT점	영진로얄아파트	대전 대덕구 중리서로 31	1989.05	750.0	"매매가5,500 - 17,000 (만원)
전세가3,000 - 12,000 (만원)"	36.3618549	127.4209042	36.3584284	127.4231358	0.42975168559428295
154	스타벅스 경주터미널DT점	동부이끌림6차	경북 경주시 금성로247번길 15				35.8394867	129.2053815	35.8381689	129.2033261	0.23635502747744744
155	스타벅스 온천장역DT점	래미안장전아파트	부산 금정구 금정로 20	2017.09	1938.0	"매매가56,000 - 112,500 (만원)
전세가34,000 - 67,000 (만원)"	35.2257382	129.0869619	35.2239552	129.086568	0.2010384497813764
156	스타벅스 제주용담DT점	가나아파트	제주 제주시 성화로1길 33				33.5126378	126.503278	33.512345	126.484564	1.7390059164501777
157	스타벅스 서귀포DT점	제주강정유승한내들퍼스트오션아파트	제주 서귀포시 대청로 34 제주강정유승한내들퍼스트오션	2017.03	499.0	"매매가40,000 - 74,000 (만원)
전세가27,000 - 39,500 (만원)"	33.2514324	126.5034108	33.2387359	126.2315851	25.37162004750474
158	스타벅스 리버사이드팔당DTR점	한강우성아파트	경기 남양주시 와부읍 덕소로 270	1998.07	1488.0	"매매가24,500 - 52,000 (만원)
전세가20,000 - 32,000 (만원)"	37.5775215	127.2229881	37.5670974	127.2283782	1.2511087871482074
159	스타벅스 방화DT점	방화2-1단지SH빌아파트	서울 강서구 방화대로48길 40	1993.1	2547.0	"매매가25,000 - 39,500 (만원)
전세가13,000 - 22,000 (만원)"	37.574644	126.8189919	37.5743389	126.8164145	0.23018552375343065
160	스타벅스 천안불당DT점	불당호반베르디움더퍼스트	충남 천안시 서북구 불당19로 200	2016.1	1096.0	"매매가40,000 - 67,000 (만원)
전세가24,000 - 40,000 (만원)"	36.8168714	127.1100698	36.8053819	127.106278	1.3191657620220736
161	스타벅스 신림DT점	라이프미성아파트	서울 관악구 조원로2길 13	1982.1	280.0	"매매가51,500 - 70,000 (만원)
전세가23,500 - 32,000 (만원)"	37.4824491	126.9035207	37.4626176	126.9383251	3.784581176595787
162	스타벅스 포항장성DT점	포항장성두산위브더제니스아파트	경북 포항시 북구 새천년대로 1235	2010.12	1713.0	"매매가21,500 - 40,000 (만원)
전세가17,500 - 32,000 (만원)"	36.051351200000006	129.3730091	36.0745354	129.3842141	2.7634985745565124
163	스타벅스 용인시청DT점	용인행정타운두산위브2단지아파트	경기 용인시 처인구 지삼로590번길 9	2013.11	624.0	"매매가37,500 - 48,500 (만원)
전세가28,000 - 31,500 (만원)"	37.24079370000001	127.1685228	37.2402898	127.1709346	0.22118673068077996
164	스타벅스 제주성산DT점	드림팰리스아파트	제주 서귀포시 성산읍 고성동서로 56				33.4500718	126.9131034	33.4445754	126.9095025	0.6955080491988441
165	스타벅스 원당DT점	어울림마을동신7단지아파트	경기 고양시 덕양구 호국로 754	1992.11	390.0	"매매가36,000 - 44,000 (만원)
전세가26,000 - 31,000 (만원)"	37.67628610000001	126.8748972	37.6581532	126.8376202	3.8557908558657963
166	스타벅스 시흥대야DT점	e편한세상시흥센텀하임아파트	경기 시흥시 비둘기공원7길 10	2019.09	659.0	"매매가40,000 - 48,000 (만원)
전세가30,000 - 32,000 (만원)"	37.444709	126.7924302	37.441667	126.7877611	0.5335769637583576
167	스타벅스 창원호계DT점	코오롱하늘채1차아파트	경남 창원시 마산회원구 내서읍 호원로 361-3	2001.11	2040.0	"매매가12,500 - 27,500 (만원)
전세가12,000 - 21,000 (만원)"	35.26543140000001	128.5254974	35.2615074	128.5230356	0.489602008925513
168	스타벅스 김해대로DT점	김해부원역푸르지오아파트	경남 김해시 김해대로 2326	2014.08	915.0	"매매가36,000 - 70,000 (만원)
전세가24,000 - 45,000 (만원)"	35.240344	128.8870754	35.2279643	128.8965541	1.6219938036906176
169	스타벅스 수원권선DT점	오목천서희스타힐스아파트	경기 수원시 권선구 온정로9번길 36 서희스타힐스아파트	2016.12	844.0	"매매가39,000 - 54,000 (만원)
전세가22,000 - 29,000 (만원)"	37.247361700000006	126.964482	37.2463619	126.9640167	0.11839093177181344
170	스타벅스 양주송추DT점	송추마을우남아파트	경기 양주시 장흥면 가마골로 40-8	2001.09	395.0	"매매가17,800 - 20,500 (만원)
전세가11,000 - 13,000 (만원)"	37.7216973	126.9770852	37.7175251	126.9730933	0.5816432482760332
171	스타벅스 마산해안대로DT점	마린파이브	경남 창원시 마산합포구 오동동14길 67	2014.07	536.0	"매매가21,000 - 26,000 (만원)
전세가19,000 - 23,000 (만원)"	35.20544479999999	128.58164240000002	35.2041973	128.5805718	0.16929117138845862
172	스타벅스 제주애월DT점	이강센스타운아파트	제주 제주시 애월읍 고내동길 21				33.4683738	126.3491436	33.4726175	126.3487469	0.47212314599901556
173	스타벅스 목포터미널DT점	목포상동호반리젠시빌아파트입구	전남 목포시 상동				34.8220309	126.4174952	34.81021	126.417107	1.3118585663209537
174	스타벅스 구미상모DT점	구미상모한신휴플러스아파트	경북 구미시 박정희로 76-1	2015.11	998.0	"매매가16,000 - 28,000 (만원)
전세가14,800 - 23,500 (만원)"	36.10759570000001	128.3529221	36.0823172	128.3563847	2.82220140949961
175	스타벅스 의정부회룡역DT점	신일유토빌	경기 의정부시 호암로 256	2003.04	1432.0	"매매가35,000 - 59,000 (만원)
전세가25,000 - 40,500 (만원)"	37.7219694	127.0457371	37.7223727	127.0474765	0.15974991506377267
176	스타벅스 의정부신곡DT점	풍림한국아파트	경기 의정부시 회룡로 245				37.7275031	127.0615307	37.7261653	127.0647318	0.3188800835089699
177	스타벅스 서산예천DT점	e편한세상서산예천아파트	충남 서산시 동서1로 230	2017.02	936.0	"매매가21,000 - 34,500 (만원)
전세가20,000 - 27,500 (만원)"	36.76946909999999	126.4619405	36.7717265	126.4401714	1.9595880658613198
178	스타벅스 안성공도DT점	송정그린빌아파트	경기 안성시 공도읍 양기길 46	2001.12	860.0	"매매가9,000 - 13,500 (만원)
전세가7,500 - 11,000 (만원)"	37.0043748	127.2004536	37.0095034	127.2007549	0.5697920073132897
179	스타벅스 대구칠곡대로DT점	강북화성파크드림아파트	대구 북구 칠곡중앙대로 312	2007.12	392.0	"매매가29,000 - 47,000 (만원)
전세가22,000 - 31,500 (만원)"	35.92383779999999	128.54787050000002	35.92659	128.5479626	0.30549064446737406
180	스타벅스 금정구청DT점	경남한신아파트	부산 금정구 중앙대로1685번길 24	1995.03	1408.0	"매매가21,500 - 55,700 (만원)
전세가16,500 - 35,300 (만원)"	35.2364134	129.09014309999998	35.2388015	129.0928998	0.36491138043728066
181	스타벅스 용인동백DT점	어정마을동백아이파크아파트	경기 용인시 기흥구 언동로217번길 11	2007.03	313.0	"매매가39,000 - 52,000 (만원)
전세가28,000 - 35,000 (만원)"	37.2775888	127.1453481	37.2745389	127.1412714	0.4952748195051136
182	스타벅스 광주용두DT점	광주첨단2지구제일풍경채리버파크아파트	광주 북구 첨단연신로 216	2014.05	613.0	"매매가29,500 - 47,500 (만원)
전세가21,000 - 27,500 (만원)"	35.2289261	126.8592098	35.2127954	126.8684744	1.9784238176386522
183	스타벅스 평내DT점	평내대주파크빌1차아파트	경기 남양주시 평내로 113	2005.03	595.0	"매매가25,000 - 30,000 (만원)
전세가21,000 - 24,000 (만원)"	37.645713	127.2376928	37.6477605	127.2346938	0.34884452339179556
184	스타벅스 용인마북DT점	구성삼성래미안1차아파트	경기 용인시 기흥구 용구대로2394번길 27	2002.12	1282.0	"매매가72,000 - 89,000 (만원)
전세가33,000 - 44,000 (만원)"	37.2990376	127.1115909	37.2947324	127.1102926	0.4914758985014906
185	스타벅스 김해외동DT점	e편한세상봉황역	경남 김해시 김해대로2324번길 54-27	2017.06	936.0	"매매가26,500 - 38,500 (만원)
전세가18,000 - 27,500 (만원)"	35.240344	128.8870754	35.2293661	128.8627976	2.523321241626432
186	스타벅스 안양호계DT점	내안애팰리스	경기 안양시 동안구 흥안대로94번길 68	2009.12	100.0	"매매가31,500 - 35,000 (만원)
전세가28,000 - 30,000 (만원)"	37.3664597	126.9570425	37.3665605	126.9560115	0.0920113134210597
187	스타벅스 광주신세계DT점	화정동삼익맨션1차아파트	광주 서구 죽봉대로 31	1979.07	276.0	"매매가14,500 - 33,000 (만원)
전세가7,000 - 14,000 (만원)"	35.1560356	126.8817608	35.1562471	126.8827962	0.09721417208895258
188	스타벅스 청주율량DT점	율량서희스타힐스아파트	충북 청주시 청원구 충청대로84번길 30	2016.06	508.0	"매매가25,500 - 34,000 (만원)
전세가20,000 - 26,500 (만원)"	36.66341329999999	127.4952977	36.666229	127.4931282	0.36776508145933196
189	스타벅스 화성병점DT점	다람마을월드메르디앙2차아파트	경기 화성시 병점4로 37	2005.11	109.0	"매매가21,500 - 25,000 (만원)
전세가18,000 - 21,000 (만원)"	37.21385130000001	127.0352416	37.2126104	127.0382295	0.29883805979055394
190	스타벅스 신월IC DT점	신월보람6차아파트	서울 양천구 곰달래로7길 7	2005.1	136.0	"매매가34,500 - 37,500 (만원)
전세가25,000 - 27,300 (만원)"	37.53016350000001	126.8350884	37.5293911	126.8320559	0.28141868986753754
191	스타벅스 동부산DT점	송정휴먼시아2단지아파트	부산 해운대구 해운대로 1188				35.1910151	129.20555670000002	35.1839631	129.2108509	0.9190342608834369
192	스타벅스 오산IC DT점	원동이편한세상2단지아파트	경기 오산시 오산로132번길 10	2007.06	1360.0	"매매가26,000 - 43,000 (만원)
전세가17,500 - 29,500 (만원)"	37.1373404	127.0703727	37.1433302	127.0789307	1.009969731606754
193	스타벅스 강릉송정DT점	포남동주공1차아파트	강원 강릉시 보래미상길 65	1981.1	640.0	"매매가5,800 - 6,400 (만원)
전세가2,000 - 3,200 (만원)"	37.7755778	128.9118324	37.7718657	128.9229264	1.06069123313742
194	스타벅스 부산교대역DT점	부산더샵파크시티	부산 연제구 안연로 33	2015.06	1758.0	"매매가39,000 - 65,000 (만원)
전세가26,300 - 45,000 (만원)"	35.1906268	129.0990608	35.198969700000006	129.07884140000002	2.060948185372658
195	스타벅스 국립대구박물관DT점	가든하이츠1단지아파트	대구 수성구 범어로 45	1985.12	220.0	"매매가84,500 - 118,500 (만원)
전세가37,000 - 63,000 (만원)"	35.8532819	128.6353823	35.8455517	128.6390884	0.9207371914860192
196	스타벅스 백석역DT점	흰돌마을서안5단지아파트	경기 고양시 일산동구 일산로 11	1994.06	628.0	"매매가28,000 - 41,500 (만원)
전세가24,000 - 33,000 (만원)"	37.6409239	126.7839776	37.6439377	126.7873856	0.44984414533329725
197	스타벅스 창원역DT점	창원중동유니시티1단지아파트	경남 창원시 의창구 중동로 34	2019.06	1803.0	"매매가44,000 - 94,000 (만원)
전세가27,000 - 61,000 (만원)"	35.25502789999999	128.6273054	35.2569752	128.6078822	1.7807224942580313
198	스타벅스 공릉DT점	현대아파트	서울 노원구 동일로176길 39-12	1999.05	145.0	"매매가32,500 - 46,000 (만원)
전세가21,000 - 30,500 (만원)"	37.620824	127.0772461	37.6206966	127.0743197	0.2587375774410005
199	스타벅스 춘천석사DT점	춘천휴먼타운아파트	강원 춘천시 지석로 29	2002.05	1110.0	"매매가18,000 - 21,000 (만원)
전세가16,000 - 18,000 (만원)"	37.85324019999999	127.7394869	37.8566079	127.7393261	0.3740613709449231
200	스타벅스 청주용암DT점	용암동현대홈타운아파트	충북 청주시 상당구 용암로 23	1995.1	476.0	"매매가14,500 - 16,500 (만원)
전세가11,000 - 12,500 (만원)"	36.61034	127.5086657	36.607523	127.5039128	0.5277624550370024
201	스타벅스 전북대병원DT점	금암동중앙하이츠아파트	전북 전주시 덕진구 거북바우3길 15	2007.07	602.0	"매매가15,500 - 27,500 (만원)
전세가14,000 - 23,500 (만원)"	35.8377476	127.1396751	35.8415265	127.1371127	0.47895601822521994
202	스타벅스 전주평화DT점	평화동우미아파트	전북 전주시 완산구 모악로 4685	1996.06	603.0	"매매가8,500 - 9,100 (만원)
전세가8,000 - 9,000 (만원)"	35.7882594	127.129399	35.7883624	127.1312939	0.17168739516892406
203	스타벅스 이천증포DT점	이천설봉KCC스위첸아파트	경기 이천시 이섭대천로 1325	2016.08	562.0	"매매가25,000 - 38,000 (만원)
전세가23,000 - 30,000 (만원)"	37.28729379999999	127.450836	37.2967832	127.457432	1.204667310041027
204	스타벅스 인천강화DT점	강화남산리미래지향아파트	인천 강화군 강화읍 남문로 41	2011.11	120.0	"매매가23,500 - 29,000 (만원)
전세가14,000 - 21,000 (만원)"	37.7421565	126.4871222	37.7434197	126.4907102	0.34592674548256896
205	스타벅스 제주삼화DT점	삼화부영6차아파트관리사무소	제주 제주시 화삼로 107				33.5143764	126.5791822	33.5117687	126.5804734	0.3131212693324205
206	스타벅스 광주신안DT점	용봉신안고운하이플러스	광주 북구 서암대로 95-29				35.171908200000004	126.8957266	35.1714325	126.8949657	0.08712047115290492
207	스타벅스 대구평리DT점	평리청구타운아파트	대구 서구 서대구로 77	2000.03	605.0	"매매가18,700 - 36,000 (만원)
전세가13,200 - 25,000 (만원)"	35.8643945	128.5552829	35.8664101	128.555225	0.2237050648163208
208	스타벅스 수영강변DT점	아시아선수촌아파트	부산 해운대구 선수촌로 122 아시아선수촌아파트	2002.06	2290.0	"매매가26,500 - 53,000 (만원)
전세가18,000 - 32,000 (만원)"	35.2022194	129.12135890000002	35.2038182	129.1193574	0.2543263171806973
209	스타벅스 울산시청사거리DT점	삼환아르누보아파트	울산 남구 삼산로 87	2009.04	127.0	"매매가33,500 - 45,500 (만원)
전세가25,000 - 35,000 (만원)"	35.5353334	129.31711629999998	35.5372128	129.313549	0.38489166914385425
210	스타벅스 양주광사DT점	신도브레뉴8차아파트	경기 양주시 부흥로 1901	1999.09	400.0	"매매가13,000 - 22,500 (만원)
전세가10,500 - 18,000 (만원)"	37.7928979	127.0743041	37.7905323	127.0724205	0.31058864791375906
211	스타벅스 대전유천DT점	한사랑벽산아파트	대전 중구 계백로1615번길 12	1994.07	120.0	"매매가18,500 - 29,000 (만원)
전세가11,000 - 17,500 (만원)"	36.3198319	127.4001398	36.3182966	127.3982383	0.24120660430626967
212	스타벅스 포천DT점	세창선단마을아파트	경기 포천시 선마로 22	2001.05	398.0	"매매가14,500 - 15,500 (만원)
전세가8,200 - 9,500 (만원)"	37.8512571	127.168029	37.8484032	127.1616196	0.6469528783466256
213	스타벅스 경기광주송정DT점	금강펜테리움2단지아파트	경기 광주시 경안천로 145	2010.06	344.0	"매매가23,000 - 36,000 (만원)
전세가20,500 - 30,000 (만원)"	37.4183097	127.2748268	37.424435	127.2628415	1.2600385695262912
214	스타벅스 광주운남DT점	운남삼성아파트	광주 광산구 임방울대로 142-12	1996.12	1956.0	"매매가11,000 - 18,500 (만원)
전세가9,700 - 15,500 (만원)"	35.1730617	126.8198934	35.1751089	126.8180646	0.28167130577476396
215	스타벅스 부천심곡DT점	연화마을건영캐스빌아파트	경기 부천시 옥산로 16	1994.03	424.0	"매매가21,500 - 43,000 (만원)
전세가18,000 - 33,500 (만원)"	37.4950571	126.7816402	37.4929848	126.7843652	0.3331213477356449
216	스타벅스 용인김량장DT점	용인고림지구양우내안애에듀파크	경기 용인시 처인구 경안천로 112 고림지구 양우내안애 에듀파크	2018.04	737.0	"매매가29,250 - 39,750 (만원)
전세가21,500 - 27,000 (만원)"	37.242286	127.214716	37.239832	127.2104973	0.4629186580603937
217	스타벅스 대전판암DT점	인동어진마을아파트	대전 동구 계족로 65	2007.04	813.0	"매매가23,000 - 37,000 (만원)
전세가19,500 - 27,000 (만원)"	36.3213485	127.4423511	36.3170133	127.4536232	1.1207181609419685
218	스타벅스 여수둔덕DT점	한려아파트	전남 여수시 쌍봉로 316	1997.05	1026.0	"매매가10,500 - 19,500 (만원)
전세가7,500 - 11,500 (만원)"	34.766293	127.68933590000002	34.7689468	127.6974692	0.8006578749909742
219	스타벅스 고양DT점	푸른마을동익미라벨3단지아파트	경기 고양시 덕양구 푸른마을로 15	2004.06	958.0	"매매가19,500 - 23,500 (만원)
전세가17,000 - 21,500 (만원)"	37.7104362	126.9027104	37.7095394	126.9052947	0.24866687497124754
220	스타벅스 아산방축DT점	아산반도유보라아파트	충남 아산시 아산로 116-21	2016.03	650.0	"매매가17,500 - 19,250 (만원)
전세가15,250 - 16,750 (만원)"	36.7864968	126.9973473	36.7836376	126.99267	0.5243906266169315
221	스타벅스 울산정자비치DT점	블루마시티KCC스위첸	울산 북구 산하동 510-1	2019.04	582.0	"매매가31,800 - 43,500 (만원)
전세가20,000 - 27,000 (만원)"	35.62560089999999	129.4417267	35.6271636	129.4411289	0.18164481974241264
222	스타벅스 안성석정DT점	한빛마을우남퍼스트빌아파트	경기 안성시 중앙로 274-7	2007.11	486.0	"매매가23,000 - 36,000 (만원)
전세가12,500 - 24,300 (만원)"	37.0114375	127.2594124	37.0103421	127.2620805	0.26676668110384133
223	스타벅스 다대포DT점	다대동현대아파트	부산 사하구 다대로 473	1993.09	2181.0	"매매가15,000 - 34,000 (만원)
전세가11,000 - 22,000 (만원)"	35.0607098	128.97832150000002	35.0556365	128.9674986	1.1364665728187413
224	스타벅스 명지강변DT점	중흥S클래스에듀오션아파트	부산 강서구 명지국제5로 90	2018.02	750.0	"매매가31,500 - 45,000 (만원)
전세가20,500 - 26,500 (만원)"	35.0998348	128.928286	35.1026237	128.9294804	0.3280124122668799
225	스타벅스 송파나루역DT점	잠실리시온	서울 송파구 오금로 87	2004.05	476.0	"매매가22,500 - 40,500 (만원)
전세가18,000 - 28,500 (만원)"	37.5145732	127.1074043	37.5107662	127.1102915	0.4936470759254434
226	스타벅스 인천학익DT점	동아풍림아파트	인천 미추홀구 소성로 120	1999.11	1480.0	"매매가23,000 - 36,000 (만원)
전세가20,000 - 30,500 (만원)"	37.44276370000001	126.661524	37.440475	126.66275700000001	0.2764572294730286
